@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2}

@data
7570,'2017/03/22 18:40:34:678',11,1,0.05144,1
7571,'2017/03/22 18:40:34:727',11,1,0.05144,1
7572,'2017/03/22 18:40:34:727',11,1,0.065844,1
7573,'2017/03/22 18:40:34:871',11,1,0.065844,1
7574,'2017/03/22 18:40:34:871',11,1,0.080665,1
7575,'2017/03/22 18:40:34:940',11,1,0.080665,1
7576,'2017/03/22 18:40:34:940',11,1,0.095695,1
7577,'2017/03/22 18:40:35:006',11,1,0.095695,1
7578,'2017/03/22 18:40:35:006',11,1,0.110725,1
7579,'2017/03/22 18:40:35:181',11,1,0.110725,1
7580,'2017/03/22 18:40:35:181',11,1,0.125546,1
7581,'2017/03/22 18:40:35:227',11,1,0.125546,1
7582,'2017/03/22 18:40:35:227',11,1,0.13995,1
7583,'2017/03/22 18:40:35:372',11,1,0.13995,1
7584,'2017/03/22 18:40:35:372',11,1,0.154145,1
7585,'2017/03/22 18:40:35:476',11,1,0.154145,1
7586,'2017/03/22 18:40:35:476',11,1,0.168062,1
7587,'2017/03/22 18:40:35:524',11,1,0.168062,1
7588,'2017/03/22 18:40:35:524',11,1,0.181978,1
7589,'2017/03/22 18:40:35:673',11,1,0.181978,1
7590,'2017/03/22 18:40:35:674',11,1,0.195895,1
7591,'2017/03/22 18:40:35:781',11,1,0.195895,1
7592,'2017/03/22 18:40:35:781',11,1,0.209469,1
7593,'2017/03/22 18:40:35:805',11,1,0.209469,1
7594,'2017/03/22 18:40:35:805',11,1,0.222829,1
7595,'2017/03/22 18:40:35:953',11,1,0.222829,1
7596,'2017/03/22 18:40:35:954',11,1,0.235161,1
7597,'2017/03/22 18:40:36:077',11,1,0.235161,1
7598,'2017/03/22 18:40:36:077',11,1,0.245977,1
7599,'2017/03/22 18:40:36:104',11,1,0.245977,1
7600,'2017/03/22 18:40:36:104',11,1,0.245977,1
7601,'2017/03/22 18:40:36:256',11,1,0.245977,1
7602,'2017/03/22 18:40:36:257',11,1,0.245977,1
7603,'2017/03/22 18:40:36:320',11,1,0.245977,1
7604,'2017/03/22 18:40:36:321',11,1,0.245977,1
7605,'2017/03/22 18:40:36:470',11,1,0.245977,1
7606,'2017/03/22 18:40:36:470',11,1,0.245977,1
7607,'2017/03/22 18:40:36:552',11,1,0.245977,1
7608,'2017/03/22 18:40:36:552',11,1,0.245977,1
7609,'2017/03/22 18:40:36:620',11,1,0.245977,1
7610,'2017/03/22 18:40:36:620',11,1,0.245977,1
7611,'2017/03/22 18:40:36:769',11,1,0.245977,1
7612,'2017/03/22 18:40:36:769',11,1,0.245977,1
7613,'2017/03/22 18:40:36:836',11,1,0.245977,1
7614,'2017/03/22 18:40:36:836',11,1,0.245977,1
7615,'2017/03/22 18:40:36:904',11,1,0.245977,1
7616,'2017/03/22 18:40:36:907',11,1,0.245977,1
7617,'2017/03/22 18:40:37:055',11,1,0.245977,1
7618,'2017/03/22 18:40:37:055',11,1,0.245977,1
7619,'2017/03/22 18:40:37:135',11,1,0.245977,1
7620,'2017/03/22 18:40:37:135',11,1,0.245977,1
7621,'2017/03/22 18:40:37:259',11,1,0.245977,1
7622,'2017/03/22 18:40:37:259',11,1,0.245977,1
7623,'2017/03/22 18:40:37:351',11,1,0.245977,1
7624,'2017/03/22 18:40:37:351',11,1,0.245977,1
7625,'2017/03/22 18:40:37:421',11,1,0.245977,1
7626,'2017/03/22 18:40:37:421',11,1,0.245977,1
7627,'2017/03/22 18:40:37:592',11,1,0.245977,1
7628,'2017/03/22 18:40:37:593',11,1,0.245977,1
7629,'2017/03/22 18:40:37:636',11,1,0.245977,1
7630,'2017/03/22 18:40:37:636',11,1,0.245977,1
7631,'2017/03/22 18:40:37:722',11,1,0.245977,1
7632,'2017/03/22 18:40:37:722',11,1,0.245977,1
7633,'2017/03/22 18:40:37:897',11,1,0.245977,1
7634,'2017/03/22 18:40:37:898',11,1,0.245977,1
7635,'2017/03/22 18:40:37:945',11,1,0.245977,1
7636,'2017/03/22 18:40:37:945',11,1,0.245977,1
7637,'2017/03/22 18:40:38:000',11,1,0.245977,1
7638,'2017/03/22 18:40:38:000',11,1,0.245977,1
7639,'2017/03/22 18:40:38:178',11,1,0.245977,1
7640,'2017/03/22 18:40:38:178',11,1,0.245977,1
7641,'2017/03/22 18:40:38:236',11,1,0.245977,1
7642,'2017/03/22 18:40:38:236',11,1,0.245977,1
7643,'2017/03/22 18:40:38:298',11,1,0.245977,1
7644,'2017/03/22 18:40:38:299',11,1,0.245977,1
7645,'2017/03/22 18:40:38:473',11,1,0.245977,1
7646,'2017/03/22 18:40:38:473',11,1,0.245977,1
7647,'2017/03/22 18:40:38:515',11,1,0.245977,1
7648,'2017/03/22 18:40:38:515',11,1,0.245977,1
7649,'2017/03/22 18:40:38:665',11,1,0.245977,1
7650,'2017/03/22 18:40:38:665',11,1,0.245977,1
7651,'2017/03/22 18:40:38:788',11,1,0.245977,1
7652,'2017/03/22 18:40:38:788',11,1,0.245977,1
7653,'2017/03/22 18:40:38:815',11,1,0.245977,1
7654,'2017/03/22 18:40:38:815',11,1,0.245977,1
7655,'2017/03/22 18:40:38:964',11,1,0.245977,1
7656,'2017/03/22 18:40:38:964',11,1,0.245977,1
7657,'2017/03/22 18:40:39:030',11,1,0.245977,1
7658,'2017/03/22 18:40:39:031',11,1,0.245977,1
7659,'2017/03/22 18:40:39:105',11,1,0.245977,1
7660,'2017/03/22 18:40:39:105',11,1,0.245977,1
7661,'2017/03/22 18:40:39:250',11,1,0.245977,1
7662,'2017/03/22 18:40:39:250',11,1,0.245977,1
7663,'2017/03/22 18:40:39:313',11,1,0.245977,1
7664,'2017/03/22 18:40:39:313',11,1,0.245977,1
7665,'2017/03/22 18:40:39:410',11,1,0.245977,1
7666,'2017/03/22 18:40:39:410',11,1,0.245977,1
7667,'2017/03/22 18:40:39:546',11,1,0.245977,1
7668,'2017/03/22 18:40:39:546',11,1,0.245977,1
7669,'2017/03/22 18:40:39:612',11,1,0.245977,1
7670,'2017/03/22 18:40:39:612',11,1,0.245977,1
7671,'2017/03/22 18:40:39:805',11,1,0.245977,1
7672,'2017/03/22 18:40:39:805',11,1,0.245977,1
7673,'2017/03/22 18:40:39:829',11,1,0.245977,1
7674,'2017/03/22 18:40:39:829',11,1,0.245977,1
7675,'2017/03/22 18:40:39:898',11,1,0.245977,1
7676,'2017/03/22 18:40:39:898',11,1,0.245977,1
7677,'2017/03/22 18:40:40:043',11,1,0.245977,1
7678,'2017/03/22 18:40:40:043',11,1,0.245977,1
7679,'2017/03/22 18:40:40:130',11,0.984618,0.245977,1
7680,'2017/03/22 18:40:40:130',11,0.984618,0.232917,1
7681,'2017/03/22 18:40:40:194',11,0.969237,0.232917,1
7682,'2017/03/22 18:40:40:195',11,0.969237,0.219857,1
7683,'2017/03/22 18:40:40:346',11,0.953855,0.219857,1
7684,'2017/03/22 18:40:40:346',11,0.953855,0.206796,1
7685,'2017/03/22 18:40:40:423',11,0.938474,0.206796,1
7686,'2017/03/22 18:40:40:424',11,0.938474,0.194841,1
7687,'2017/03/22 18:40:40:496',11,0.923092,0.194841,1
7688,'2017/03/22 18:40:40:496',11,0.923092,0.183623,1
7689,'2017/03/22 18:40:40:647',11,0.907711,0.183623,1
7690,'2017/03/22 18:40:40:647',11,0.907711,0.172806,1
7691,'2017/03/22 18:40:40:713',11,0.892329,0.172806,1
7692,'2017/03/22 18:40:40:714',11,0.892329,0.162238,1
7693,'2017/03/22 18:40:40:889',11,0.876947,0.162238,1
7694,'2017/03/22 18:40:40:891',11,0.876947,0.152044,1
7695,'2017/03/22 18:40:40:925',11,0.861566,0.152044,1
7696,'2017/03/22 18:40:40:925',11,0.861566,0.152044,1
7697,'2017/03/22 18:40:40:993',11,0.846184,0.152044,1
7698,'2017/03/22 18:40:40:994',11,0.846184,0.152044,1
7699,'2017/03/22 18:40:41:188',11,0.830803,0.152044,1
7700,'2017/03/22 18:40:41:188',11,0.830803,0.152044,1
7701,'2017/03/22 18:40:44:589',12,0.336053,0.091352,1
7702,'2017/03/22 18:40:44:589',12,0.336053,0.105999,1
7703,'2017/03/22 18:40:44:774',12,0.324453,0.105999,1
7704,'2017/03/22 18:40:44:774',12,0.324453,0.120645,1
7705,'2017/03/22 18:40:44:801',12,0.313098,0.120645,1
7706,'2017/03/22 18:40:44:801',12,0.313098,0.135292,1
7707,'2017/03/22 18:40:44:951',12,0.301743,0.135292,1
7708,'2017/03/22 18:40:44:952',12,0.301743,0.149541,1
7709,'2017/03/22 18:40:45:016',12,0.290502,0.149541,1
7710,'2017/03/22 18:40:45:016',12,0.290502,0.162721,1
7711,'2017/03/22 18:40:45:099',12,0.279364,0.162721,1
7712,'2017/03/22 18:40:45:099',12,0.279364,0.174422,1
7713,'2017/03/22 18:40:45:251',12,0.268227,0.174422,1
7714,'2017/03/22 18:40:45:251',12,0.268227,0.185239,1
7715,'2017/03/22 18:40:45:315',12,0.257078,0.185239,1
7716,'2017/03/22 18:40:45:315',12,0.257078,0.195645,1
7717,'2017/03/22 18:40:45:400',12,0.2457,0.195645,1
7718,'2017/03/22 18:40:45:400',12,0.2457,0.205915,1
7719,'2017/03/22 18:40:45:544',12,0.233991,0.205915,1
7720,'2017/03/22 18:40:45:544',12,0.233991,0.205915,1
7721,'2017/03/22 18:40:45:597',12,0.222097,0.205915,1
7722,'2017/03/22 18:40:45:597',12,0.222097,0.205915,1
7723,'2017/03/22 18:40:45:699',12,0.209894,0.205915,1
7724,'2017/03/22 18:40:45:699',12,0.209894,0.205915,1
7725,'2017/03/22 18:40:45:832',12,0.197176,0.205915,1
7726,'2017/03/22 18:40:45:832',12,0.197176,0.205915,1
7727,'2017/03/22 18:40:45:898',12,0.183839,0.205915,1
7728,'2017/03/22 18:40:45:898',12,0.183839,0.205915,1
7729,'2017/03/22 18:40:46:050',12,0.169884,0.205915,1
7730,'2017/03/22 18:40:46:050',12,0.169884,0.205915,1
7731,'2017/03/22 18:40:46:112',12,0.155619,0.205915,1
7732,'2017/03/22 18:40:46:113',12,0.155619,0.195604,1
7733,'2017/03/22 18:40:46:185',12,0.141355,0.195604,1
7734,'2017/03/22 18:40:46:185',12,0.141355,0.185293,1
7735,'2017/03/22 18:40:46:332',12,0.12709,0.185293,1
7736,'2017/03/22 18:40:46:335',12,0.12709,0.174982,1
7737,'2017/03/22 18:40:46:412',12,0.112826,0.174982,1
7738,'2017/03/22 18:40:46:412',12,0.112826,0.16467,1
7739,'2017/03/22 18:40:46:478',12,0.098561,0.16467,1
7740,'2017/03/22 18:40:46:478',12,0.098561,0.154359,1
7741,'2017/03/22 18:40:46:628',12,0.084296,0.154359,1
7742,'2017/03/22 18:40:46:629',12,0.084296,0.144048,1
7743,'2017/03/22 18:40:46:695',12,0.070032,0.144048,1
7744,'2017/03/22 18:40:46:695',12,0.070032,0.133737,1
7745,'2017/03/22 18:40:46:779',12,0.055767,0.133737,1
7746,'2017/03/22 18:40:46:779',12,0.055767,0.123426,1
7747,'2017/03/22 18:40:46:916',12,0.041503,0.123426,1
7748,'2017/03/22 18:40:46:916',12,0.041503,0.113115,1
7749,'2017/03/22 18:40:46:993',12,0.027238,0.113115,1
7750,'2017/03/22 18:40:46:993',12,0.027238,0.102804,1
7751,'2017/03/22 18:40:47:212',12,0.012974,0.102804,1
7752,'2017/03/22 18:40:47:212',12,0.012974,0.092493,1
7753,'2017/03/22 18:40:47:218',12,0,0.092493,1
7754,'2017/03/22 18:40:47:218',12,0,0.082181,1
7755,'2017/03/22 18:40:47:296',12,0,0.082181,1
7756,'2017/03/22 18:40:47:296',12,0,0.07187,1
7757,'2017/03/22 18:40:47:427',12,0,0.07187,1
7758,'2017/03/22 18:40:47:427',12,0,0.061559,1
7759,'2017/03/22 18:40:47:532',12,0,0.061559,1
7760,'2017/03/22 18:40:47:532',12,0,0.051248,1
7761,'2017/03/22 18:40:47:579',12,0,0.051248,1
7762,'2017/03/22 18:40:47:579',12,0,0.040937,1
7763,'2017/03/22 18:40:47:725',12,0,0.040937,1
7764,'2017/03/22 18:40:47:725',12,0,0.030626,1
7765,'2017/03/22 18:40:47:792',12,0,0.030626,1
7766,'2017/03/22 18:40:47:792',12,0,0.020315,1
7767,'2017/03/22 18:40:47:874',12,0,0.020315,1
7768,'2017/03/22 18:40:47:875',12,0,0.010003,1
7769,'2017/03/22 18:40:48:012',12,0,0.010003,1
7770,'2017/03/22 18:40:48:012',12,0,0,1
7771,'2017/03/22 18:40:48:105',12,0,0,1
7772,'2017/03/22 18:40:48:105',12,0,0,1
7773,'2017/03/22 18:40:48:243',12,0,0,1
7774,'2017/03/22 18:40:48:243',12,0,0,1
7775,'2017/03/22 18:40:48:308',12,0,0,1
7776,'2017/03/22 18:40:48:308',12,0,0,1
7777,'2017/03/22 18:40:48:389',12,0,0,1
7778,'2017/03/22 18:40:48:389',12,0,0,1
7779,'2017/03/22 18:40:48:524',12,0,0,1
7780,'2017/03/22 18:40:48:524',12,0,0,1
7781,'2017/03/22 18:40:48:592',12,0,0,1
7782,'2017/03/22 18:40:48:592',12,0,0,1
7783,'2017/03/22 18:40:48:685',12,0,0,1
7784,'2017/03/22 18:40:48:685',12,0,0,1
7785,'2017/03/22 18:40:48:826',12,0,0,1
7786,'2017/03/22 18:40:48:826',12,0,0,1
7787,'2017/03/22 18:40:48:890',12,0,0,1
7788,'2017/03/22 18:40:48:893',12,0,0,1
7789,'2017/03/22 18:40:48:983',12,0,0,1
7790,'2017/03/22 18:40:48:983',12,0,0,1
7791,'2017/03/22 18:40:49:109',12,0,0,1
7792,'2017/03/22 18:40:49:109',12,0,0,1
7793,'2017/03/22 18:40:49:189',12,0,0,1
7794,'2017/03/22 18:40:49:189',12,0,0,1
7795,'2017/03/22 18:40:49:342',12,0,0,1
7796,'2017/03/22 18:40:49:342',12,0,0,1
7797,'2017/03/22 18:40:49:406',12,0,0,1
7798,'2017/03/22 18:40:49:406',12,0,0,1
7799,'2017/03/22 18:40:49:473',12,0,0,1
7800,'2017/03/22 18:40:49:473',12,0,0,1
7801,'2017/03/22 18:40:49:621',12,0,0,1
7802,'2017/03/22 18:40:49:621',12,0,0,1
7803,'2017/03/22 18:40:49:689',12,0,0,1
7804,'2017/03/22 18:40:49:689',12,0,0,1
7805,'2017/03/22 18:40:49:771',12,0,0,1
7806,'2017/03/22 18:40:49:772',12,0,0,1
7807,'2017/03/22 18:40:49:922',12,0,0,1
7808,'2017/03/22 18:40:49:922',12,0,0,1
7809,'2017/03/22 18:40:49:988',12,0,0,1
7810,'2017/03/22 18:40:49:988',12,0,0,1
7811,'2017/03/22 18:40:50:072',12,0,0,1
7812,'2017/03/22 18:40:50:072',12,0,0,1
7813,'2017/03/22 18:40:50:207',12,0,0,1
7814,'2017/03/22 18:40:50:207',12,0,0,1
7815,'2017/03/22 18:40:50:288',12,0.011713,0,1
7816,'2017/03/22 18:40:50:288',12,0.011713,0,1
7817,'2017/03/22 18:40:50:426',12,0.023395,0,1
7818,'2017/03/22 18:40:50:426',12,0.023395,0,1
7819,'2017/03/22 18:40:50:505',12,0.035078,0,1
7820,'2017/03/22 18:40:50:505',12,0.035078,0,1
7821,'2017/03/22 18:40:50:569',12,0.04676,0,1
7822,'2017/03/22 18:40:50:569',12,0.04676,0,1
7823,'2017/03/22 18:40:50:720',12,0.058442,0,1
7824,'2017/03/22 18:40:50:720',12,0.058442,0,1
7825,'2017/03/22 18:40:50:788',12,0.070124,0,1
7826,'2017/03/22 18:40:50:788',12,0.070124,0,1
7827,'2017/03/22 18:40:50:872',12,0.081894,0,1
7828,'2017/03/22 18:40:50:872',12,0.081894,0,1
7829,'2017/03/22 18:40:51:020',12,0.093753,0,1
7830,'2017/03/22 18:40:51:020',12,0.093753,0,1
7831,'2017/03/22 18:40:51:088',12,0.105612,0,1
7832,'2017/03/22 18:40:51:088',12,0.105612,0,1
7833,'2017/03/22 18:40:51:151',12,0.117472,0,1
7834,'2017/03/22 18:40:51:151',12,0.117472,0,1
7835,'2017/03/22 18:40:51:305',12,0.129401,0,1
7836,'2017/03/22 18:40:51:306',12,0.129401,0,1
7837,'2017/03/22 18:40:51:407',12,0.141265,0,1
7838,'2017/03/22 18:40:51:408',12,0.141265,0,1
7839,'2017/03/22 18:40:51:516',12,0.15313,0,1
7840,'2017/03/22 18:40:51:516',12,0.15313,0,1
7841,'2017/03/22 18:40:51:601',12,0.164994,0,1
7842,'2017/03/22 18:40:51:601',12,0.164994,0,1
7843,'2017/03/22 18:40:51:681',12,0.176858,0,1
7844,'2017/03/22 18:40:51:681',12,0.176858,0,1
7845,'2017/03/22 18:40:51:816',12,0.188723,0,1
7846,'2017/03/22 18:40:51:816',12,0.188723,0,1
7847,'2017/03/22 18:40:51:883',12,0.177308,0,1
7848,'2017/03/22 18:40:51:883',12,0.177308,0,1
7849,'2017/03/22 18:40:52:009',12,0.165787,0,1
7850,'2017/03/22 18:40:52:009',12,0.165787,0,1
7851,'2017/03/22 18:40:52:102',12,0.154054,0,1
7852,'2017/03/22 18:40:52:102',12,0.154054,0,1
7853,'2017/03/22 18:40:52:185',12,0.142065,0,1
7854,'2017/03/22 18:40:52:185',12,0.142065,0,1
7855,'2017/03/22 18:40:52:285',12,0.129989,0,1
7856,'2017/03/22 18:40:52:285',12,0.129989,0,1
7857,'2017/03/22 18:40:52:399',12,0.118125,0,1
7858,'2017/03/22 18:40:52:399',12,0.118125,0,1
7859,'2017/03/22 18:40:52:486',12,0.106984,0,1
7860,'2017/03/22 18:40:52:487',12,0.106984,0,1
7861,'2017/03/22 18:40:52:628',12,0.096803,0,1
7862,'2017/03/22 18:40:52:629',12,0.096803,0,1
7863,'2017/03/22 18:40:52:697',12,0.096803,0,1
7864,'2017/03/22 18:40:52:697',12,0.096803,0,1
7865,'2017/03/22 18:40:52:769',12,0.096803,0,1
7866,'2017/03/22 18:40:52:769',12,0.096803,0,1
7867,'2017/03/22 18:40:52:915',12,0.096803,0,1
7868,'2017/03/22 18:40:52:915',12,0.096803,0,1
7869,'2017/03/22 18:40:52:982',12,0.096803,0,1
7870,'2017/03/22 18:40:52:982',12,0.096803,0,1
7871,'2017/03/22 18:40:53:064',12,0.096803,0,1
7872,'2017/03/22 18:40:53:064',12,0.096803,0,1
7873,'2017/03/22 18:40:53:227',12,0.096803,0,1
7874,'2017/03/22 18:40:53:227',12,0.096803,0,1
7875,'2017/03/22 18:40:53:282',12,0.096803,0,1
7876,'2017/03/22 18:40:53:282',12,0.096803,0,1
7877,'2017/03/22 18:40:53:351',12,0.096803,0,1
7878,'2017/03/22 18:40:53:351',12,0.096803,0,1
7879,'2017/03/22 18:40:53:496',12,0.096803,0,1
7880,'2017/03/22 18:40:53:496',12,0.096803,0,1
7881,'2017/03/22 18:40:53:594',12,0.106845,0,1
7882,'2017/03/22 18:40:53:594',12,0.106845,0,1
7883,'2017/03/22 18:40:53:715',12,0.117589,0,1
7884,'2017/03/22 18:40:53:715',12,0.117589,0,1
7885,'2017/03/22 18:40:53:801',12,0.129395,0,1
7886,'2017/03/22 18:40:53:802',12,0.129395,0,1
7887,'2017/03/22 18:40:53:865',12,0.141741,0,1
7888,'2017/03/22 18:40:53:865',12,0.141741,0,1
7889,'2017/03/22 18:40:54:013',12,0.154645,0,1
7890,'2017/03/22 18:40:54:014',12,0.154645,0,1
7891,'2017/03/22 18:40:54:081',12,0.167548,0,1
7892,'2017/03/22 18:40:54:081',12,0.167548,0,1
7893,'2017/03/22 18:40:54:166',12,0.180451,0,1
7894,'2017/03/22 18:40:54:166',12,0.180451,0,1
7895,'2017/03/22 18:40:54:297',12,0.193354,0,1
7896,'2017/03/22 18:40:54:297',12,0.193354,0,1
7897,'2017/03/22 18:40:54:382',12,0.206257,0,1
7898,'2017/03/22 18:40:54:382',12,0.206257,0,1
7899,'2017/03/22 18:40:54:513',12,0.219161,0,1
7900,'2017/03/22 18:40:54:513',12,0.219161,0,1
7901,'2017/03/22 18:40:54:595',12,0.232064,0,1
7902,'2017/03/22 18:40:54:596',12,0.232064,0,1
7903,'2017/03/22 18:40:54:680',12,0.244967,0,1
7904,'2017/03/22 18:40:54:680',12,0.244967,0,1
7905,'2017/03/22 18:40:54:811',12,0.25787,0,1
7906,'2017/03/22 18:40:54:812',12,0.25787,0,1
7907,'2017/03/22 18:40:54:892',12,0.270774,0,1
7908,'2017/03/22 18:40:54:894',12,0.270774,0,1
7909,'2017/03/22 18:40:54:981',12,0.283677,0,1
7910,'2017/03/22 18:40:54:982',12,0.283677,0,1
7911,'2017/03/22 18:40:55:117',12,0.29658,0,1
7912,'2017/03/22 18:40:55:117',12,0.29658,0,1
7913,'2017/03/22 18:40:55:175',12,0.309483,0,1
7914,'2017/03/22 18:40:55:175',12,0.309483,0,1
7915,'2017/03/22 18:40:55:280',12,0.322386,0,1
7916,'2017/03/22 18:40:55:280',12,0.322386,0,1
7917,'2017/03/22 18:40:55:391',12,0.33529,0,1
7918,'2017/03/22 18:40:55:391',12,0.33529,0,1
7919,'2017/03/22 18:40:55:475',12,0.348193,0,1
7920,'2017/03/22 18:40:55:475',12,0.348193,0,1
7921,'2017/03/22 18:40:55:613',12,0.361096,0,1
7922,'2017/03/22 18:40:55:613',12,0.361096,0,1
7923,'2017/03/22 18:40:55:695',12,0.373999,0,1
7924,'2017/03/22 18:40:55:696',12,0.373999,0,1
7925,'2017/03/22 18:40:55:757',12,0.386902,0,1
7926,'2017/03/22 18:40:55:757',12,0.386902,0,1
7927,'2017/03/22 18:40:55:907',12,0.399806,0,1
7928,'2017/03/22 18:40:55:907',12,0.399806,0,1
7929,'2017/03/22 18:40:55:991',12,0.412709,0,1
7930,'2017/03/22 18:40:55:991',12,0.412709,0,1
7931,'2017/03/22 18:40:56:056',12,0.425612,0,1
7932,'2017/03/22 18:40:56:056',12,0.425612,0,1
7933,'2017/03/22 18:40:56:207',12,0.438515,0,1
7934,'2017/03/22 18:40:56:207',12,0.438515,0,1
7935,'2017/03/22 18:40:56:275',12,0.451418,0,1
7936,'2017/03/22 18:40:56:275',12,0.451418,0,1
7937,'2017/03/22 18:40:56:355',12,0.464322,0,1
7938,'2017/03/22 18:40:56:355',12,0.464322,0,1
7939,'2017/03/22 18:40:56:490',12,0.477225,0,1
7940,'2017/03/22 18:40:56:490',12,0.477225,0,1
7941,'2017/03/22 18:40:56:572',12,0.490128,0,1
7942,'2017/03/22 18:40:56:572',12,0.490128,0,1
7943,'2017/03/22 18:40:56:706',12,0.503031,0,1
7944,'2017/03/22 18:40:56:706',12,0.503031,0,1
7945,'2017/03/22 18:40:56:788',12,0.515934,0,1
7946,'2017/03/22 18:40:56:789',12,0.515934,0,1
7947,'2017/03/22 18:40:56:857',12,0.528838,0,1
7948,'2017/03/22 18:40:56:857',12,0.528838,0,1
7949,'2017/03/22 18:40:57:005',12,0.541741,0,1
7950,'2017/03/22 18:40:57:005',12,0.541741,0,1
7951,'2017/03/22 18:40:57:108',12,0.554644,0,1
7952,'2017/03/22 18:40:57:109',12,0.554644,0,1
7953,'2017/03/22 18:40:57:154',12,0.567547,0,1
7954,'2017/03/22 18:40:57:154',12,0.567547,0,1
7955,'2017/03/22 18:40:57:306',12,0.58045,0,1
7956,'2017/03/22 18:40:57:306',12,0.58045,0,1
7957,'2017/03/22 18:40:57:378',12,0.593354,0,1
7958,'2017/03/22 18:40:57:379',12,0.593354,0,1
7959,'2017/03/22 18:40:57:447',12,0.606257,0,1
7960,'2017/03/22 18:40:57:447',12,0.606257,0,1
7961,'2017/03/22 18:40:57:589',12,0.61916,0,1
7962,'2017/03/22 18:40:57:589',12,0.61916,0,1
7963,'2017/03/22 18:40:57:674',12,0.632063,0,1
7964,'2017/03/22 18:40:57:674',12,0.632063,0,1
7965,'2017/03/22 18:40:57:805',12,0.644966,0,1
7966,'2017/03/22 18:40:57:805',12,0.644966,0,1
7967,'2017/03/22 18:40:57:888',12,0.65787,0,1
7968,'2017/03/22 18:40:57:888',12,0.65787,0,1
7969,'2017/03/22 18:40:57:981',12,0.670773,0,1
7970,'2017/03/22 18:40:57:981',12,0.670773,0,1
7971,'2017/03/22 18:40:58:102',12,0.683676,0,1
7972,'2017/03/22 18:40:58:103',12,0.683676,0,1
7973,'2017/03/22 18:40:58:168',12,0.696579,0,1
7974,'2017/03/22 18:40:58:168',12,0.696579,0,1
7975,'2017/03/22 18:40:58:281',12,0.709482,0,1
7976,'2017/03/22 18:40:58:281',12,0.709482,0,1
7977,'2017/03/22 18:40:58:385',12,0.722386,0,1
7978,'2017/03/22 18:40:58:389',12,0.722386,0,1
7979,'2017/03/22 18:40:58:471',12,0.735289,0,1
7980,'2017/03/22 18:40:58:471',12,0.735289,0,1
7981,'2017/03/22 18:40:58:573',12,0.748192,0,1
7982,'2017/03/22 18:40:58:574',12,0.748192,0,1
7983,'2017/03/22 18:40:58:683',12,0.761095,0,1
7984,'2017/03/22 18:40:58:683',12,0.761095,0,1
7985,'2017/03/22 18:40:58:767',12,0.773999,0,1
7986,'2017/03/22 18:40:58:767',12,0.773999,0,1
7987,'2017/03/22 18:40:58:899',12,0.786902,0,1
7988,'2017/03/22 18:40:58:900',12,0.786902,0,1
7989,'2017/03/22 18:40:58:987',12,0.799805,0,1
7990,'2017/03/22 18:40:58:987',12,0.799805,0,1
7991,'2017/03/22 18:40:59:050',12,0.812708,0,1
7992,'2017/03/22 18:40:59:050',12,0.812708,0,1
7993,'2017/03/22 18:40:59:201',12,0.825611,0,1
7994,'2017/03/22 18:40:59:202',12,0.825611,0,1
7995,'2017/03/22 18:40:59:270',12,0.838515,0,1
7996,'2017/03/22 18:40:59:270',12,0.838515,0,1
7997,'2017/03/22 18:40:59:351',12,0.851418,0,1
7998,'2017/03/22 18:40:59:351',12,0.851418,0,1
7999,'2017/03/22 18:40:59:495',12,0.864321,0,1
8000,'2017/03/22 18:40:59:495',12,0.864321,0,1
8001,'2017/03/22 18:40:59:566',12,0.877224,0,1
8002,'2017/03/22 18:40:59:566',12,0.877224,0,1
8003,'2017/03/22 18:40:59:632',12,0.890127,0,1
8004,'2017/03/22 18:40:59:632',12,0.890127,0,1
8005,'2017/03/22 18:40:59:786',12,0.903031,0,1
8006,'2017/03/22 18:40:59:786',12,0.903031,0,1
8007,'2017/03/22 18:40:59:867',12,0.915934,0,1
8008,'2017/03/22 18:40:59:867',12,0.915934,0,1
8009,'2017/03/22 18:40:59:998',12,0.928837,0,1
8010,'2017/03/22 18:40:59:998',12,0.928837,0,1
8011,'2017/03/22 18:41:00:083',12,0.94174,0,1
8012,'2017/03/22 18:41:00:083',12,0.94174,0,1
8013,'2017/03/22 18:41:00:148',12,0.954643,0,1
8014,'2017/03/22 18:41:00:149',12,0.954643,0,1
8015,'2017/03/22 18:41:00:298',12,0.967547,0,1
8016,'2017/03/22 18:41:00:298',12,0.967547,0,1
8017,'2017/03/22 18:41:00:376',12,0.98045,0,1
8018,'2017/03/22 18:41:00:376',12,0.98045,0,1
8019,'2017/03/22 18:41:00:447',12,0.993353,0,1
8020,'2017/03/22 18:41:00:448',12,0.993353,0,1
8021,'2017/03/22 18:41:00:578',12,1,0,1
8022,'2017/03/22 18:41:00:579',12,1,0,1
8023,'2017/03/22 18:41:00:692',12,1,0,1
8024,'2017/03/22 18:41:00:692',12,1,0,1
8025,'2017/03/22 18:41:00:739',12,1,0,1
8026,'2017/03/22 18:41:00:739',12,1,0,1
8027,'2017/03/22 18:41:00:904',12,1,0,1
8028,'2017/03/22 18:41:00:904',12,1,0,1
8029,'2017/03/22 18:41:00:983',12,1,0,1
8030,'2017/03/22 18:41:00:984',12,1,0,1
