0, 0. 246. 37. 100. 66.;
1, 0. 196. 22. 98. 59.;
2, 1. 196. 22. 98. 59.;
3, 0. 189. 25. 95. 70.;
4, 0. 291. 60. 95. 70.;
5, 0. 348. 69. 58. 62.;
6, 0. 266. 45. 47. 54.;
7, 0. 266. 45. 47. 54.;
8, 0. 461. 127. 47. 54.;
9, 0. 537. 126. 59. 57.;
10, 0. 528. 117. 60. 56.;
11, 0. 445. 98. 75. 50.;
12, 1. 444. 79. 75. 50.;
13, 1. 455. 77. 75. 50.;
14, 0. 488. 73. 75. 50.;
15, 0. 527. 81. 52. 75.;
16, 0. 568. 103. 52. 75.;
17, 0. 584. 92. 50. 84.;
18, 0. 573. 87. 50. 84.;
19, 0. 580. 117. 53. 85.;
20, 1. 540. 112. 63. 59.;
21, 1. 521. 103. 63. 59.;
22, 0. 463. 90. 66. 45.;
23, 0. 469. 81. 66. 45.;
24, 0. 492. 89. 67. 87.;
25, 0. 492. 89. 67. 87.;
26, 0. 506. 107. 81. 80.;
27, 0. 458. 88. 73. 68.;
28, 0. 453. 109. 73. 68.;
29, 0. 450. 112. 71. 76.;
30, 0. 355. 76. 74. 86.;
31, 0. 321. 88. 71. 66.;
32, 0. 366. 88. 71. 66.;
33, 0. 373. 86. 53. 64.;
34, 0. 402. 87. 66. 64.;
35, 0. 426. 81. 85. 64.;
36, 0. 439. 84. 85. 64.;
37, 0. 409. 109. 56. 75.;
38, 0. 409. 109. 56. 75.;
39, 0. 438. 132. 56. 75.;
40, 0. 447. 142. 56. 75.;
41, 0. 453. 145. 70. 82.;
42, 0. 393. 119. 62. 76.;
43, 0. 393. 119. 62. 76.;
44, 0. 315. 95. 84. 70.;
45, 0. 307. 109. 72. 60.;
46, 0. 307. 109. 72. 60.;
47, 0. 342. 132. 72. 60.;
48, 0. 398. 113. 74. 75.;
49, 0. 363. 108. 86. 60.;
50, 0. 363. 108. 95. 58.;
51, 0. 398. 143. 95. 58.;
52, 0. 447. 180. 95. 58.;
53, 0. 461. 195. 95. 58.;
54, 0. 461. 195. 95. 58.;
55, 0. 460. 193. 53. 72.;
