333, 0. 4. 44. 797. 978.;
334, 0. 4. 43. 945. 978.;
335, 0. 5. 44. 878. 978.;
336, 0. 5. 44. 486. 978.;
337, 0. 4. 43. 480. 978.;
338, 0. 4. 43. 840. 978.;
339, 0. 4. 42. 673. 978.;
340, 0. 4. 42. 409. 979.;
341, 0. 4. 42. 267. 822.;
342, 0. 4. 42. 374. 977.;
343, 0. 4. 42. 428. 978.;
344, 0. 4. 42. 530. 978.;
345, 0. 4. 42. 166. 979.;
346, 0. 4. 42. 90. 890.;
347, 0. 4. 43. 225. 978.;
348, 0. 4. 43. 503. 976.;
349, 0. 4. 43. 374. 979.;
350, 0. 4. 43. 538. 977.;
351, 0. 4. 43. 316. 399.;
352, 0. 4. 43. 288. 206.;
353, 0. 4. 43. 434. 316.;
354, 0. 4. 43. 671. 801.;
355, 0. 4. 43. 529. 896.;
356, 0. 4. 43. 505. 914.;
357, 0. 4. 43. 397. 978.;
358, 0. 4. 43. 783. 891.;
359, 0. 4. 43. 662. 573.;
360, 0. 4. 43. 479. 334.;
361, 0. 4. 43. 444. 978.;
362, 0. 4. 43. 547. 523.;
363, 0. 4. 43. 819. 605.;
364, 0. 4. 43. 589. 728.;
365, 0. 4. 43. 525. 978.;
366, 0. 4. 43. 505. 978.;
367, 0. 4. 43. 453. 443.;
368, 0. 5. 44. 639. 977.;
369, 0. 4. 43. 366. 571.;
370, 0. 5. 44. 509. 978.;
371, 0. 4. 44. 426. 710.;
372, 0. 4. 43. 478. 978.;
373, 0. 5. 44. 571. 352.;
374, 0. 5. 44. 739. 738.;
375, 0. 5. 44. 800. 743.;
376, 0. 5. 44. 885. 979.;
377, 0. 5. 44. 161. 978.;
378, 0. 5. 44. 186. 978.;
379, 0. 5. 44. 244. 978.;
380, 0. 5. 44. 271. 977.;
381, 0. 5. 44. 199. 978.;
382, 0. 5. 44. 237. 612.;
383, 0. 5. 44. 414. 355.;
384, 0. 4. 43. 252. 978.;
385, 0. 4. 44. 449. 469.;
386, 0. 5. 44. 183. 977.;
387, 0. 5. 44. 421. 978.;
388, 0. 5. 44. 403. 978.;
389, 0. 5. 44. 398. 978.;
