0, 1. 5. 44. 651. 979.;
1, 0. 5. 44. 970. 978.;
2, 0. 5. 44. 970. 978.;
3, 0. 5. 44. 970. 978.;
4, 0. 5. 45. 970. 978.;
5, 0. 5. 44. 970. 979.;
6, 0. 5. 44. 970. 978.;
7, 0. 5. 44. 970. 978.;
8, 0. 5. 44. 970. 978.;
9, 0. 5. 44. 970. 978.;
10, 0. 5. 44. 970. 978.;
11, 0. 5. 44. 762. 978.;
12, 0. 5. 44. 843. 978.;
13, 0. 5. 44. 970. 979.;
14, 1. 5. 45. 735. 978.;
15, 0. 5. 44. 970. 978.;
16, 1. 5. 44. 866. 978.;
17, 0. 5. 44. 959. 978.;
18, 0. 5. 45. 970. 978.;
19, 0. 5. 44. 906. 978.;
20, 0. 5. 44. 893. 978.;
21, 0. 5. 44. 966. 978.;
22, 0. 5. 44. 870. 979.;
23, 0. 5. 45. 893. 978.;
24, 0. 5. 44. 908. 978.;
25, 0. 5. 44. 891. 978.;
26, 0. 5. 44. 677. 978.;
27, 0. 5. 44. 695. 978.;
28, 0. 5. 44. 788. 978.;
29, 0. 5. 44. 793. 978.;
30, 0. 5. 44. 787. 978.;
31, 0. 5. 44. 840. 979.;
32, 0. 5. 44. 764. 979.;
33, 0. 5. 44. 796. 978.;
34, 0. 5. 44. 726. 979.;
35, 0. 5. 44. 767. 979.;
36, 0. 5. 44. 834. 978.;
37, 0. 5. 44. 846. 711.;
38, 0. 5. 45. 970. 331.;
39, 0. 5. 44. 776. 721.;
40, 0. 5. 43. 823. 978.;
41, 0. 5. 44. 846. 581.;
42, 0. 4. 44. 802. 922.;
43, 0. 5. 44. 677. 812.;
44, 0. 4. 43. 845. 477.;
45, 0. 5. 44. 802. 978.;
46, 0. 5. 44. 825. 978.;
47, 0. 5. 44. 591. 978.;
48, 1. 5. 44. 266. 490.;
49, 0. 5. 44. 124. 229.;
50, 0. 5. 44. 283. 271.;
51, 0. 5. 44. 343. 360.;
52, 0. 5. 44. 508. 552.;
53, 0. 5. 44. 214. 149.;
54, 0. 5. 44. 643. 422.;
55, 0. 5. 44. 311. 438.;
56, 0. 5. 44. 150. 264.;
57, 0. 5. 44. 171. 942.;
58, 0. 5. 44. 195. 739.;
59, 0. 5. 44. 193. 683.;
60, 0. 5. 44. 140. 867.;
61, 0. 5. 44. 183. 561.;
62, 0. 6. 44. 240. 508.;
63, 1. 5. 44. 200. 978.;
64, 0. 5. 44. 156. 650.;
65, 0. 5. 44. 220. 726.;
66, 0. 5. 44. 181. 823.;
67, 0. 5. 44. 165. 801.;
68, 0. 5. 44. 164. 689.;
69, 0. 5. 44. 118. 641.;
70, 0. 5. 44. 155. 660.;
71, 0. 5. 44. 117. 977.;
72, 0. 5. 44. 139. 830.;
73, 0. 5. 44. 219. 751.;
74, 1. 5. 44. 345. 493.;
75, 0. 5. 44. 288. 611.;
76, 0. 5. 44. 191. 352.;
77, 0. 5. 44. 42. 331.;
78, 0. 5. 45. 151. 892.;
79, 0. 5. 44. 79. 51.;
80, 0. 5. 45. 280. 243.;
81, 1. 5. 44. 238. 128.;
82, 0. 5. 44. 212. 700.;
83, 0. 5. 44. 239. 774.;
84, 0. 5. 44. 278. 978.;
85, 0. 5. 44. 89. 517.;
86, 0. 5. 44. 296. 377.;
87, 0. 5. 45. 495. 730.;
88, 1. 5. 45. 518. 672.;
89, 0. 5. 45. 381. 808.;
90, 0. 7. 45. 250. 978.;
91, 0. 7. 45. 193. 978.;
92, 0. 7. 45. 274. 978.;
93, 0. 7. 46. 378. 978.;
94, 1. 6. 45. 641. 321.;
95, 0. 8. 46. 408. 653.;
96, 1. 8. 49. 608. 85.;
97, 0. 7. 46. 506. 663.;
98, 1. 7. 45. 494. 634.;
99, 0. 7. 45. 579. 978.;
100, 0. 7. 45. 438. 333.;
101, 0. 7. 45. 183. 99.;
102, 0. 6. 45. 231. 226.;
103, 0. 6. 45. 277. 242.;
104, 0. 5. 45. 157. 278.;
105, 0. 6. 45. 276. 244.;
106, 0. 6. 45. 406. 565.;
107, 0. 5. 45. 310. 978.;
108, 0. 5. 45. 324. 978.;
109, 1. 5. 44. 344. 465.;
110, 0. 5. 44. 353. 272.;
111, 0. 5. 44. 326. 979.;
112, 0. 5. 44. 315. 174.;
113, 0. 5. 45. 166. 557.;
114, 0. 5. 44. 147. 437.;
115, 0. 5. 44. 124. 354.;
116, 0. 5. 44. 169. 115.;
117, 0. 5. 44. 133. 100.;
118, 0. 5. 44. 59. 978.;
119, 0. 10. 49. 183. 978.;
120, 0. 7. 45. 158. 978.;
121, 0. 5. 44. 122. 677.;
122, 0. 5. 44. 126. 978.;
123, 0. 7. 47. 125. 871.;
124, 0. 7. 46. 644. 978.;
125, 0. 7. 45. 715. 397.;
126, 0. 6. 45. 130. 260.;
127, 0. 7. 45. 62. 278.;
128, 0. 5. 44. 51. 339.;
129, 0. 5. 44. 58. 297.;
130, 0. 6. 45. 81. 368.;
131, 0. 6. 46. 87. 367.;
132, 0. 5. 45. 94. 357.;
133, 0. 5. 44. 353. 581.;
134, 0. 5. 44. 267. 518.;
135, 0. 6. 45. 201. 722.;
136, 0. 8. 48. 190. 838.;
137, 0. 10. 52. 225. 979.;
138, 0. 5. 45. 810. 363.;
139, 0. 9. 52. 161. 200.;
140, 0. 9. 53. 68. 109.;
141, 0. 5. 44. 73. 675.;
142, 0. 12. 58. 110. 979.;
143, 0. 17. 70. 151. 271.;
144, 0. 5. 42. 488. 978.;
145, 0. 269. 42. 79. 643.;
146, 0. 662. 42. 133. 617.;
147, 0. 692. 42. 107. 978.;
148, 0. 482. 42. 136. 791.;
149, 0. 452. 42. 135. 978.;
150, 0. 362. 42. 80. 938.;
151, 0. 384. 42. 104. 978.;
152, 0. 248. 42. 83. 978.;
153, 0. 184. 42. 135. 865.;
154, 0. 422. 42. 569. 279.;
155, 0. 431. 42. 85. 978.;
156, 0. 708. 42. 75. 412.;
157, 0. 972. 42. 148. 351.;
158, 0. 972. 75. 59. 356.;
159, 0. 33. 43. 88. 814.;
160, 1. 5. 43. 113. 978.;
161, 0. 5. 43. 970. 979.;
162, 0. 5. 43. 789. 978.;
163, 0. 5. 44. 744. 978.;
164, 0. 5. 44. 852. 978.;
165, 0. 5. 44. 667. 978.;
166, 0. 5. 44. 446. 675.;
167, 0. 5. 44. 196. 979.;
168, 0. 5. 44. 612. 978.;
169, 0. 5. 44. 892. 978.;
170, 0. 5. 44. 834. 979.;
171, 0. 5. 44. 188. 362.;
172, 0. 5. 44. 282. 582.;
173, 0. 5. 44. 50. 978.;
174, 0. 5. 44. 561. 978.;
175, 0. 5. 44. 141. 978.;
176, 0. 4. 44. 127. 978.;
177, 0. 5. 44. 271. 978.;
178, 1. 4. 43. 222. 636.;
179, 1. 4. 43. 647. 979.;
180, 0. 4. 43. 463. 978.;
181, 0. 4. 43. 385. 978.;
182, 0. 4. 43. 806. 978.;
183, 0. 4. 43. 585. 978.;
184, 0. 4. 43. 456. 978.;
185, 0. 4. 43. 816. 978.;
186, 0. 4. 43. 600. 978.;
187, 0. 4. 43. 672. 978.;
188, 0. 4. 43. 661. 978.;
189, 0. 4. 43. 832. 978.;
190, 0. 4. 43. 931. 978.;
191, 1. 7. 49. 756. 979.;
192, 0. 972. 42. 840. 978.;
193, 0. 972. 42. 970. 862.;
194, 1. 972. 42. 970. 979.;
195, 0. 972. 42. 777. 750.;
196, 1. 972. 42. 301. 977.;
197, 0. 972. 42. 712. 978.;
198, 0. 972. 42. 464. 643.;
199, 0. 972. 42. 448. 978.;
200, 0. 972. 43. 220. 978.;
201, 0. 972. 42. 293. 977.;
202, 0. 972. 43. 250. 978.;
203, 0. 972. 43. 136. 978.;
204, 0. 972. 42. 341. 979.;
205, 0. 972. 42. 448. 978.;
206, 0. 972. 42. 232. 977.;
207, 0. 972. 42. 970. 978.;
208, 0. 972. 43. 970. 979.;
209, 1. 972. 43. 332. 921.;
210, 0. 972. 42. 361. 979.;
211, 0. 972. 42. 893. 978.;
212, 0. 973. 43. 970. 369.;
213, 0. 972. 43. 292. 482.;
214, 0. 972. 43. 554. 738.;
215, 0. 972. 44. 684. 978.;
216, 1. 972. 43. 884. 290.;
217, 0. 972. 46. 971. 979.;
218, 0. 972. 52. 433. 978.;
219, 0. 972. 50. 446. 978.;
220, 0. 972. 49. 705. 820.;
221, 0. 933. 48. 603. 978.;
222, 0. 189. 44. 455. 978.;
223, 0. 75. 44. 971. 978.;
224, 0. 172. 43. 314. 634.;
225, 0. 123. 43. 541. 977.;
226, 0. 85. 43. 412. 549.;
227, 0. 50. 43. 970. 978.;
228, 0. 62. 44. 403. 978.;
229, 0. 27. 44. 464. 977.;
230, 0. 201. 44. 970. 978.;
231, 0. 57. 47. 319. 739.;
232, 0. 972. 45. 207. 417.;
233, 0. 972. 44. 466. 172.;
234, 0. 973. 44. 244. 255.;
235, 0. 973. 44. 145. 977.;
236, 0. 972. 44. 820. 777.;
237, 0. 972. 45. 348. 973.;
238, 0. 972. 44. 134. 721.;
239, 0. 972. 44. 98. 97.;
240, 0. 973. 44. 31. 25.;
241, 0. 973. 44. 43. 38.;
242, 0. 972. 44. 42. 36.;
243, 0. 972. 44. 39. 34.;
244, 0. 972. 43. 42. 37.;
245, 0. 102. 43. 45. 39.;
246, 0. 7. 42. 46. 40.;
247, 0. 6. 42. 40. 35.;
248, 0. 5. 42. 41. 35.;
249, 0. 5. 42. 40. 34.;
250, 0. 5. 42. 37. 31.;
251, 0. 5. 49. 37. 32.;
252, 1. 16. 65. 37. 31.;
253, 0. 13. 60. 35. 29.;
254, 0. 19. 71. 18. 14.;
255, 0. 14. 62. 15. 11.;
256, 0. 5. 45. 16. 12.;
257, 0. 6. 47. 12. 10.;
258, 0. 5. 45. 14. 10.;
259, 0. 5. 44. 3. 1.;
260, 0. 5. 44. 11. 8.;
261, 0. 5. 44. 4. 2.;
262, 0. 5. 44. 41. 35.;
263, 0. 6. 46. 37. 32.;
264, 0. 8. 49. 43. 34.;
265, 0. 8. 49. 31. 26.;
266, 0. 9. 50. 38. 33.;
267, 0. 6. 47. 41. 35.;
268, 0. 8. 49. 45. 39.;
269, 0. 6. 46. 40. 34.;
270, 0. 8. 50. 43. 37.;
271, 0. 8. 50. 45. 39.;
272, 0. 8. 50. 45. 37.;
273, 0. 8. 50. 29. 23.;
274, 0. 7. 48. 34. 29.;
275, 0. 6. 45. 42. 37.;
276, 0. 5. 44. 6. 3.;
277, 0. 5. 44. 6. 3.;
278, 0. 5. 44. 23. 19.;
279, 0. 4. 43. 23. 18.;
280, 0. 4. 42. 24. 21.;
281, 0. 4. 43. 33. 28.;
282, 0. 4. 43. 35. 30.;
283, 0. 5. 43. 46. 36.;
284, 1. 5. 43. 40. 35.;
285, 1. 9. 51. 38. 32.;
286, 0. 17. 66. 44. 42.;
287, 0. 16. 65. 49. 43.;
288, 0. 12. 57. 49. 43.;
289, 0. 5. 44. 34. 30.;
290, 0. 5. 44. 26. 20.;
291, 0. 5. 44. 51. 44.;
292, 0. 4. 44. 52. 42.;
293, 1. 5. 44. 52. 47.;
294, 0. 5. 44. 54. 47.;
295, 0. 4. 43. 31. 27.;
296, 1. 4. 44. 23. 20.;
297, 0. 5. 43. 64. 57.;
298, 0. 5. 46. 13. 11.;
299, 0. 5. 44. 6. 4.;
300, 0. 4. 43. 971. 979.;
301, 0. 5. 44. 178. 979.;
302, 0. 4. 43. 65. 978.;
303, 0. 5. 43. 63. 231.;
304, 0. 7. 48. 64. 22.;
305, 0. 13. 60. 63. 21.;
306, 0. 13. 62. 68. 20.;
307, 0. 12. 59. 188. 20.;
308, 0. 9. 53. 75. 20.;
309, 0. 5. 44. 102. 20.;
310, 0. 4. 43. 71. 20.;
311, 0. 4. 43. 165. 20.;
312, 0. 5. 44. 396. 978.;
313, 0. 5. 44. 586. 978.;
314, 0. 10. 50. 260. 978.;
315, 0. 9. 50. 386. 978.;
316, 0. 6. 46. 376. 978.;
317, 1. 13. 58. 139. 978.;
318, 0. 9. 51. 547. 978.;
319, 0. 8. 49. 763. 978.;
320, 0. 9. 52. 851. 978.;
321, 0. 8. 50. 828. 978.;
322, 0. 8. 49. 825. 979.;
323, 0. 4. 43. 970. 958.;
324, 0. 4. 43. 970. 978.;
325, 0. 4. 42. 970. 979.;
326, 0. 4. 43. 970. 941.;
327, 0. 4. 43. 970. 979.;
328, 0. 4. 42. 970. 979.;
329, 0. 4. 43. 799. 978.;
330, 0. 4. 43. 848. 978.;
331, 0. 4. 42. 251. 911.;
332, 0. 4. 42. 164. 668.;
